,year,area,sector,jobtype,n_jobtype_area,n_sector_area,n_sector,n_area,n_year,20-64years_area,20-64years_year,n_jobtype_area_pc,n_sector_area_pc,n_area_pc,n_year_pc,FD_jobtype_area,FD_sector_area,FD_sector,FD_area,FD_year,RFD_jobtype_area,RFD_sector_area,RFD_sector,RFD_area,RFD_year,"GDP, 1000 DKK. (2010)",FD_GDP,RFD_GDP,AR_jobtype_area,AR_sector_area,AR_sector,AR_area,AR_year,RR_jobtype_area,RR_sector_area,RR_sector,RR_area,RR_year
16,2007,Capital Area,Industry,Mechanics,1355,16285,61768,157867,380597,1021591,3278570,0.001326363,0.015940822,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
17,2007,Capital Area,Industry,Foods,1557,16285,61768,157867,380597,1021591,3278570,0.001524093,0.015940822,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
18,2007,Capital Area,Industry,Textile,246,16285,61768,157867,380597,1021591,3278570,0.000240801,0.015940822,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
19,2007,Capital Area,Industry,Carpenter,781,16285,61768,157867,380597,1021591,3278570,0.000764494,0.015940822,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
20,2007,Capital Area,Industry,Wood,125,16285,61768,157867,380597,1021591,3278570,0.000122358,0.015940822,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
21,2007,Capital Area,Industry,Transportation ,2764,16285,61768,157867,380597,1021591,3278570,0.002705584,0.015940822,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
22,2007,Capital Area,Engineering,Building technology,2754,10976,24882,157867,380597,1021591,3278570,0.002695795,0.010744026,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
23,2007,Capital Area,Engineering,Electrical engineering,1590,10976,24882,157867,380597,1021591,3278570,0.001556396,0.010744026,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
24,2007,Capital Area,Engineering,Chemist,3030,10976,24882,157867,380597,1021591,3278570,0.002965962,0.010744026,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
25,2007,Capital Area,Engineering,Mechanical engineering,1943,10976,24882,157867,380597,1021591,3278570,0.001901935,0.010744026,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
26,2007,Capital Area,Engineering,Medical,1381,10976,24882,157867,380597,1021591,3278570,0.001351813,0.010744026,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
27,2007,Capital Area,Engineering,Production,1613,10976,24882,157867,380597,1021591,3278570,0.00157891,0.010744026,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
28,2007,Capital Area,IT,Database,488,16080,26712,157867,380597,1021591,3278570,0.000477686,0.015740154,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
29,2007,Capital Area,IT,Internet,805,16080,26712,157867,380597,1021591,3278570,0.000787987,0.015740154,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
30,2007,Capital Area,IT,IT management,3323,16080,26712,157867,380597,1021591,3278570,0.003252769,0.015740154,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
31,2007,Capital Area,IT,It courses,4,16080,26712,157867,380597,1021591,3278570,3.92e-06,0.015740154,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
32,2007,Capital Area,IT,System development,9344,16080,26712,157867,380597,1021591,3278570,0.009146518,0.015740154,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
33,2007,Capital Area,IT,Telecommunication,379,16080,26712,157867,380597,1021591,3278570,0.00037099,0.015740154,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
34,2007,Capital Area,IT,IT maintenance,1492,16080,26712,157867,380597,1021591,3278570,0.001460467,0.015740154,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
35,2007,Capital Area,Office,Academic,0,37119,67563,157867,380597,1021591,3278570,0.0,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
36,2007,Capital Area,Office,Realestate,263,37119,67563,157867,380597,1021591,3278570,0.000257442,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
37,2007,Capital Area,Office,Property Service,1112,37119,67563,157867,380597,1021591,3278570,0.001088498,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
38,2007,Capital Area,Office,Finance,5423,37119,67563,157867,380597,1021591,3278570,0.005308387,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
39,2007,Capital Area,Office,Procurement,1106,37119,67563,157867,380597,1021591,3278570,0.001082625,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
40,2007,Capital Area,Office,Law,1509,37119,67563,157867,380597,1021591,3278570,0.001477108,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
41,2007,Capital Area,Office,Office,11719,37119,67563,157867,380597,1021591,3278570,0.011471323,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
42,2007,Capital Area,Office,Office apprentice,665,37119,67563,157867,380597,1021591,3278570,0.000650945,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
43,2007,Capital Area,Office,Office courses,8,37119,67563,157867,380597,1021591,3278570,7.83e-06,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
44,2007,Capital Area,Office,Logistics,1432,37119,67563,157867,380597,1021591,3278570,0.001401735,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
45,2007,Capital Area,Office,Economics,10926,37119,67563,157867,380597,1021591,3278570,0.010695082,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
46,2007,Capital Area,Office,Public administration,1715,37119,67563,157867,380597,1021591,3278570,0.001678754,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
47,2007,Capital Area,Office,Translation,403,37119,67563,157867,380597,1021591,3278570,0.000394483,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
48,2007,Capital Area,Office,Secretary,4119,37119,67563,157867,380597,1021591,3278570,0.004031946,0.036334502,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
49,2007,Capital Area,Management,Retail management,0,15393,30509,157867,380597,1021591,3278570,0.0,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
50,2007,Capital Area,Management,Freelance consultant,331,15393,30509,157867,380597,1021591,3278570,0.000324004,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
51,2007,Capital Area,Management,HR courses,9,15393,30509,157867,380597,1021591,3278570,8.81e-06,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
52,2007,Capital Area,Management,Instiutions management,1529,15393,30509,157867,380597,1021591,3278570,0.001496685,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
53,2007,Capital Area,Management,IT management,2628,15393,30509,157867,380597,1021591,3278570,0.002572458,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
54,2007,Capital Area,Management,Management,3959,15393,30509,157867,380597,1021591,3278570,0.003875328,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
55,2007,Capital Area,Management,Financial management,637,15393,30509,157867,380597,1021591,3278570,0.000623537,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
56,2007,Capital Area,Management,Employee management,2040,15393,30509,157867,380597,1021591,3278570,0.001996885,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
57,2007,Capital Area,Management,Project management,2928,15393,30509,157867,380597,1021591,3278570,0.002866118,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
58,2007,Capital Area,Management,Sales management,1643,15393,30509,157867,380597,1021591,3278570,0.001608276,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
59,2007,Capital Area,Management,Tech management,701,15393,30509,157867,380597,1021591,3278570,0.000686185,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
60,2007,Capital Area,Management,Top management,196,15393,30509,157867,380597,1021591,3278570,0.000191858,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
61,2007,Capital Area,Management,Business development,0,15393,30509,157867,380597,1021591,3278570,0.0,0.015067674,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
62,2007,Capital Area,Other,Office apprentice,2479,13693,30713,157867,380597,1021591,3278570,0.002426607,0.013403603,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
63,2007,Capital Area,Other,Defence,0,13693,30713,157867,380597,1021591,3278570,0.0,0.013403603,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
64,2007,Capital Area,Other,Volunteer,276,13693,30713,157867,380597,1021591,3278570,0.000270167,0.013403603,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
65,2007,Capital Area,Other,Other courses,12,13693,30713,157867,380597,1021591,3278570,1.17e-05,0.013403603,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
66,2007,Capital Area,Other,Other,5186,13693,30713,157867,380597,1021591,3278570,0.005076396,0.013403603,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
67,2007,Capital Area,Other,Student job,5233,13693,30713,157867,380597,1021591,3278570,0.005122402,0.013403603,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
68,2007,Capital Area,Other,Student internship,18,13693,30713,157867,380597,1021591,3278570,1.76e-05,0.013403603,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
69,2007,Capital Area,Sales,Design,235,15555,32061,157867,380597,1021591,3278570,0.000230033,0.01522625,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
70,2007,Capital Area,Sales,Franchise,33,15555,32061,157867,380597,1021591,3278570,3.23e-05,0.01522625,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
71,2007,Capital Area,Sales,Graphic,970,15555,32061,157867,380597,1021591,3278570,0.000949499,0.01522625,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
72,2007,Capital Area,Sales,Communication,1201,15555,32061,157867,380597,1021591,3278570,0.001175617,0.01522625,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
73,2007,Capital Area,Sales,Culture,331,15555,32061,157867,380597,1021591,3278570,0.000324004,0.01522625,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
74,2007,Capital Area,Sales,Marketing,2623,15555,32061,157867,380597,1021591,3278570,0.002567564,0.01522625,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
75,2007,Capital Area,Sales,Sales,8247,15555,32061,157867,380597,1021591,3278570,0.008072702,0.01522625,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
76,2007,Capital Area,Sales,Sales courses,3,15555,32061,157867,380597,1021591,3278570,2.94e-06,0.01522625,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
77,2007,Capital Area,Sales,Telemarketing,1004,15555,32061,157867,380597,1021591,3278570,0.000982781,0.01522625,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
78,2007,Capital Area,Social,Medical Practitioner,2018,18193,54341,157867,380597,1021591,3278570,0.00197535,0.017808497,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
79,2007,Capital Area,Social,Medical Secretary,1371,18193,54341,157867,380597,1021591,3278570,0.001342024,0.017808497,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
80,2007,Capital Area,Social,Care,5876,18193,54341,157867,380597,1021591,3278570,0.005751813,0.017808497,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
81,2007,Capital Area,Social,Psychiatry,578,18193,54341,157867,380597,1021591,3278570,0.000565784,0.017808497,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
82,2007,Capital Area,Social,Social counseling,1352,18193,54341,157867,380597,1021591,3278570,0.001323426,0.017808497,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
83,2007,Capital Area,Social,Dentist,434,18193,54341,157867,380597,1021591,3278570,0.000424828,0.017808497,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
84,2007,Capital Area,Social,Technical health,329,18193,54341,157867,380597,1021591,3278570,0.000322047,0.017808497,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
85,2007,Capital Area,Social,Therapy,956,18193,54341,157867,380597,1021591,3278570,0.000935795,0.017808497,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
86,2007,Capital Area,Teaching,Library,307,22558,50170,157867,380597,1021591,3278570,0.000300512,0.022081244,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
87,2007,Capital Area,Teaching,Research,4095,22558,50170,157867,380597,1021591,3278570,0.004008453,0.022081244,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
88,2007,Capital Area,Teaching,Teacher,3339,22558,50170,157867,380597,1021591,3278570,0.003268431,0.022081244,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
89,2007,Capital Area,Teaching,Pedagogue,13579,22558,50170,157867,380597,1021591,3278570,0.013292012,0.022081244,0.154530531,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
90,2007,Southern Denmark,Trade,Childcare,347,16207,78377,78473,380597,697412,3278570,0.000497554,0.023238774,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
91,2007,Southern Denmark,Trade,Delivery,329,16207,78377,78473,380597,697412,3278570,0.000471744,0.023238774,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
92,2007,Southern Denmark,Trade,Retail trade,7203,16207,78377,78473,380597,697412,3278570,0.010328185,0.023238774,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
93,2007,Southern Denmark,Trade,Hair Dresser,198,16207,78377,78473,380597,697412,3278570,0.000283907,0.023238774,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
94,2007,Southern Denmark,Trade,Hotel,3527,16207,78377,78473,380597,697412,3278570,0.005057269,0.023238774,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
95,2007,Southern Denmark,Trade,Cleaning,3712,16207,78377,78473,380597,697412,3278570,0.005322535,0.023238774,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
96,2007,Southern Denmark,Trade,Service,1064,16207,78377,78473,380597,697412,3278570,0.001525641,0.023238774,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
97,2007,Southern Denmark,Trade,Security,243,16207,78377,78473,380597,697412,3278570,0.000348431,0.023238774,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
98,2007,Southern Denmark,Industry,Tin,827,16511,61768,78473,380597,697412,3278570,0.001185813,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
99,2007,Southern Denmark,Industry,Building,1514,16511,61768,78473,380597,697412,3278570,0.002170883,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
100,2007,Southern Denmark,Industry,Electrician,1435,16511,61768,78473,380597,697412,3278570,0.002057607,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
101,2007,Southern Denmark,Industry,Industry,2393,16511,61768,78473,380597,697412,3278570,0.003431257,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
102,2007,Southern Denmark,Industry,Iron,2568,16511,61768,78473,380597,697412,3278570,0.003682185,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
103,2007,Southern Denmark,Industry,Storage,2431,16511,61768,78473,380597,697412,3278570,0.003485744,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
104,2007,Southern Denmark,Industry,Farming,705,16511,61768,78473,380597,697412,3278570,0.00101088,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
105,2007,Southern Denmark,Industry,Painting,308,16511,61768,78473,380597,697412,3278570,0.000441633,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
106,2007,Southern Denmark,Industry,Mechanics,1654,16511,61768,78473,380597,697412,3278570,0.002371625,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
107,2007,Southern Denmark,Industry,Foods,725,16511,61768,78473,380597,697412,3278570,0.001039558,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
108,2007,Southern Denmark,Industry,Textile,297,16511,61768,78473,380597,697412,3278570,0.00042586,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
109,2007,Southern Denmark,Industry,Carpenter,747,16511,61768,78473,380597,697412,3278570,0.001071103,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
110,2007,Southern Denmark,Industry,Wood,270,16511,61768,78473,380597,697412,3278570,0.000387146,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
111,2007,Southern Denmark,Industry,Transportation ,2443,16511,61768,78473,380597,697412,3278570,0.003502951,0.023674671,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
112,2007,Southern Denmark,Engineering,Building technology,1978,5994,24882,78473,380597,697412,3278570,0.0028362,0.008594633,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
113,2007,Southern Denmark,Engineering,Electrical engineering,977,5994,24882,78473,380597,697412,3278570,0.001400894,0.008594633,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
114,2007,Southern Denmark,Engineering,Chemist,707,5994,24882,78473,380597,697412,3278570,0.001013748,0.008594633,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
115,2007,Southern Denmark,Engineering,Mechanical engineering,1437,5994,24882,78473,380597,697412,3278570,0.002060475,0.008594633,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
116,2007,Southern Denmark,Engineering,Medical,297,5994,24882,78473,380597,697412,3278570,0.00042586,0.008594633,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
117,2007,Southern Denmark,Engineering,Production,1261,5994,24882,78473,380597,697412,3278570,0.001808113,0.008594633,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
118,2007,Southern Denmark,IT,Database,49,3147,26712,78473,380597,697412,3278570,7.03e-05,0.004512397,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
119,2007,Southern Denmark,IT,Internet,150,3147,26712,78473,380597,697412,3278570,0.000215081,0.004512397,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
120,2007,Southern Denmark,IT,IT management,833,3147,26712,78473,380597,697412,3278570,0.001194416,0.004512397,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
121,2007,Southern Denmark,IT,It courses,3,3147,26712,78473,380597,697412,3278570,4.3e-06,0.004512397,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
122,2007,Southern Denmark,IT,System development,1845,3147,26712,78473,380597,697412,3278570,0.002645495,0.004512397,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
123,2007,Southern Denmark,IT,Telecommunication,78,3147,26712,78473,380597,697412,3278570,0.000111842,0.004512397,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
124,2007,Southern Denmark,IT,IT maintenance,339,3147,26712,78473,380597,697412,3278570,0.000486083,0.004512397,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
125,2007,Southern Denmark,Office,Academic,0,11794,67563,78473,380597,697412,3278570,0.0,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
126,2007,Southern Denmark,Office,Realestate,89,11794,67563,78473,380597,697412,3278570,0.000127615,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
127,2007,Southern Denmark,Office,Property Service,348,11794,67563,78473,380597,697412,3278570,0.000498988,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
128,2007,Southern Denmark,Office,Finance,1289,11794,67563,78473,380597,697412,3278570,0.001848262,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
129,2007,Southern Denmark,Office,Procurement,697,11794,67563,78473,380597,697412,3278570,0.000999409,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
130,2007,Southern Denmark,Office,Law,217,11794,67563,78473,380597,697412,3278570,0.00031115,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
131,2007,Southern Denmark,Office,Office,3485,11794,67563,78473,380597,697412,3278570,0.004997046,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
132,2007,Southern Denmark,Office,Office apprentice,306,11794,67563,78473,380597,697412,3278570,0.000438765,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
133,2007,Southern Denmark,Office,Office courses,5,11794,67563,78473,380597,697412,3278570,7.17e-06,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
134,2007,Southern Denmark,Office,Logistics,932,11794,67563,78473,380597,697412,3278570,0.001336369,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
135,2007,Southern Denmark,Office,Economics,3021,11794,67563,78473,380597,697412,3278570,0.004331729,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
136,2007,Southern Denmark,Office,Public administration,815,11794,67563,78473,380597,697412,3278570,0.001168606,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
137,2007,Southern Denmark,Office,Translation,90,11794,67563,78473,380597,697412,3278570,0.000129049,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
138,2007,Southern Denmark,Office,Secretary,1172,11794,67563,78473,380597,697412,3278570,0.001680499,0.016911094,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
139,2007,Southern Denmark,Management,Retail management,0,5635,30509,78473,380597,697412,3278570,0.0,0.008079872,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
140,2007,Southern Denmark,Management,Freelance consultant,119,5635,30509,78473,380597,697412,3278570,0.000170631,0.008079872,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
141,2007,Southern Denmark,Management,HR courses,5,5635,30509,78473,380597,697412,3278570,7.17e-06,0.008079872,0.112520289,0.116086282,,,,,,,,,,,1879.008892,,,,,,,,,,,,
